timestamp,solving_id,question_id,user_answer,user_id,elapsed_time_seconds
2019-08-06 12:56:30.868000+00:00,1,q5012,b,u1,38.0
2019-08-06 12:57:01.062000+00:00,2,q4706,c,u1,24.0
2019-08-06 12:58:13.432000+00:00,3,q4366,b,u1,68.0
2019-08-06 12:58:59.668000+00:00,4,q4829,a,u1,42.0
2019-08-06 13:00:01.774000+00:00,5,q6528,b,u1,59.0
2019-08-06 13:01:03.370000+00:00,6,q4793,a,u1,58.0
2019-08-06 13:01:41.746000+00:00,7,q6488,a,u1,35.0
2019-08-06 13:11:41.361000+00:00,8,q356,b,u1,23.0
2019-08-06 13:12:51.393000+00:00,9,q1382,c,u1,22.0
2019-08-06 13:14:00.758000+00:00,10,q830,b,u1,25.0
2019-08-06 13:14:57.745000+00:00,11,q11259,b,u1,23.0
2019-08-06 13:15:46.903000+00:00,12,q1092,a,u1,20.0
2019-08-06 13:16:36.305000+00:00,13,q524,a,u1,22.0
2019-08-06 13:17:27.155000+00:00,14,q485,c,u1,21.0
2019-08-06 13:18:16.402000+00:00,15,q11261,b,u1,23.0
2019-08-06 13:19:04.796000+00:00,16,q1329,b,u1,20.0
2019-08-06 13:19:48.350000+00:00,17,q1204,c,u1,18.0
2019-08-06 21:22:50.152000+00:00,18,q4891,b,u1,28.0
2019-08-06 21:23:53.493000+00:00,19,q5477,a,u1,35.0
2019-08-06 21:25:11.968000+00:00,20,q5049,b,u1,47.0
2019-08-06 21:26:27.167000+00:00,21,q17211,c,u1,35.0
2019-08-06 22:28:01.697000+00:00,22,q4760,c,u1,41.0
2019-08-06 22:29:52.803000+00:00,23,q5957,c,u1,29.0
2019-08-06 22:30:48.696000+00:00,24,q4041,d,u1,35.0
2019-08-06 22:31:37.527000+00:00,25,q8633,d,u1,26.0
2019-08-06 22:32:27.697000+00:00,26,q4480,c,u1,28.0
2019-08-06 22:33:09.667000+00:00,27,q4034,d,u1,10.0
2019-08-07 13:26:04.524000+00:00,28,q325,c,u1,22.0
2019-08-07 13:27:08.456000+00:00,29,q295,c,u1,18.0
2019-08-07 13:28:26.667000+00:00,30,q351,b,u1,19.0
2019-08-07 13:29:51.613000+00:00,31,q1298,a,u1,20.0
2019-08-07 13:30:56.806000+00:00,32,q1234,a,u1,17.0
2019-08-07 13:32:09.584000+00:00,33,q11263,b,u1,20.0
2019-08-07 13:33:29.852000+00:00,34,q391,b,u1,21.0
2019-08-07 13:34:46.566000+00:00,35,q1010,a,u1,17.0
2019-08-07 13:35:54.179000+00:00,36,q563,a,u1,20.0
2019-08-07 13:37:11.706000+00:00,37,q11262,a,u1,18.0
2019-08-07 13:39:48.342000+00:00,38,q3911,a,u1,81.0
2019-08-07 13:41:14.171000+00:00,39,q9786,a,u1,22.0
2019-08-07 13:42:12.658000+00:00,40,q4526,d,u1,32.0
2019-08-07 13:43:49.040000+00:00,41,q5231,a,u1,49.0
2019-08-07 13:44:38.587000+00:00,42,q4685,b,u1,23.0
2019-08-07 13:45:21.429000+00:00,43,q17249,c,u1,19.0
2019-08-07 13:46:45.196000+00:00,44,q5388,c,u1,58.0
2019-08-07 13:48:16.744000+00:00,45,q4324,a,u1,57.0
2019-08-07 13:49:16.998000+00:00,46,q4631,b,u1,28.0
2019-08-07 13:50:04.571000+00:00,47,q17122,b,u1,38.0
2019-08-09 00:23:28.783000+00:00,48,q6047,d,u1,173.0
2019-08-09 00:24:08.409000+00:00,49,q5379,c,u1,13.0
2019-08-09 00:25:20.427000+00:00,50,q5071,a,u1,43.0
2019-08-09 00:26:31.354000+00:00,51,q8940,a,u1,22.0
2019-08-09 00:27:20.463000+00:00,52,q5281,b,u1,21.0
2019-08-09 00:28:03.202000+00:00,53,q5330,a,u1,18.0
2019-08-09 00:28:48.406000+00:00,54,q4559,b,u1,27.0
2019-08-09 00:30:24.544000+00:00,55,q9724,a,u1,49.0
2019-08-09 00:32:08.635000+00:00,56,q6737,d,u1,26.0
2019-08-09 00:33:17.025000+00:00,57,q3791,d,u1,50.0
2019-08-09 14:23:38.399000+00:00,58,q150,c,u1,44.0
2019-08-09 14:24:52.685000+00:00,59,q8093,c,u1,24.0
2019-08-09 14:25:43.731000+00:00,60,q8061,b,u1,23.0
2019-08-09 14:26:33.558000+00:00,61,q11016,b,u1,24.0
2019-08-09 14:27:34.043000+00:00,62,q143,c,u1,24.0
2019-08-09 14:29:08.359000+00:00,63,q560,c,u1,21.0
2019-08-09 14:30:14.170000+00:00,64,q577,b,u1,19.0
2019-08-09 14:31:05.508000+00:00,65,q698,a,u1,22.0
2019-08-09 14:32:42.865000+00:00,66,q11249,b,u1,23.0
2019-08-09 14:33:39.042000+00:00,67,q1182,a,u1,22.0
2019-08-10 00:05:58.060000+00:00,68,q6838,b,u1,53.5
2019-08-10 00:05:58.109000+00:00,68,q6839,a,u1,53.5
2019-08-10 00:05:58.175000+00:00,68,q6837,a,u1,53.5
2019-08-10 00:05:58.206000+00:00,68,q6840,c,u1,53.5
2019-08-10 00:11:27.882000+00:00,69,q10635,a,u1,59.5
2019-08-10 00:11:28.192000+00:00,69,q10636,a,u1,59.5
2019-08-10 00:11:28.425000+00:00,69,q10634,b,u1,59.5
2019-08-10 00:11:28.432000+00:00,69,q10637,b,u1,59.5
2019-08-11 21:23:14.636000+00:00,70,q5499,a,u1,9.0
2019-08-11 21:24:14.678000+00:00,71,q6501,d,u1,44.0
2019-08-11 21:26:13.386000+00:00,72,q8687,a,u1,38.0
2019-08-11 21:27:01.289000+00:00,73,q8796,c,u1,22.0
2019-08-11 21:27:36.183000+00:00,74,q5978,b,u1,19.0
2019-08-11 21:28:46.117000+00:00,75,q5221,d,u1,61.0
2019-08-11 21:30:39.795000+00:00,76,q6186,d,u1,51.0
2019-08-11 21:31:54.010000+00:00,77,q9124,d,u1,26.0
2019-08-11 21:33:09.099000+00:00,78,q6055,b,u1,55.0
2019-08-11 21:33:51.398000+00:00,79,q4478,a,u1,13.0
2019-08-17 07:12:12.980000+00:00,80,q4276,c,u1,8.0
2019-08-17 07:13:21.759000+00:00,81,q17158,a,u1,61.0
2019-08-17 07:14:36.643000+00:00,82,q6522,b,u1,52.0
2019-08-17 07:15:52.269000+00:00,83,q5390,c,u1,54.0
2019-08-17 07:16:44.991000+00:00,84,q4304,a,u1,30.0
2019-08-17 07:17:53.393000+00:00,84,q4304,c,u1,9.0
2019-08-17 07:18:14.413000+00:00,85,q6501,c,u1,13.0
2019-08-17 07:41:17.731000+00:00,86,q6921,d,u1,49.75
2019-08-17 07:41:17.734000+00:00,86,q6924,a,u1,49.75
2019-08-17 07:41:17.747000+00:00,86,q6922,b,u1,49.75
2019-08-17 07:41:17.787000+00:00,86,q6923,b,u1,49.75
2019-08-19 12:50:14.693000+00:00,87,q5724,b,u1,35.0
2019-08-19 12:51:39.863000+00:00,88,q8557,d,u1,58.0
2019-08-19 12:52:41.537000+00:00,89,q3939,c,u1,32.0
2019-08-19 12:53:36.118000+00:00,90,q8482,a,u1,33.0
2019-08-19 12:54:52.019000+00:00,91,q6194,b,u1,52.0
2019-08-19 12:59:18.556000+00:00,92,q9034,b,u1,14.0
2019-08-19 13:00:14.796000+00:00,93,q4297,c,u1,47.0
2019-08-19 13:01:30.567000+00:00,94,q5432,c,u1,37.0
2019-08-19 13:02:11.830000+00:00,95,q3928,b,u1,10.0
2019-08-19 13:03:16.264000+00:00,96,q10067,d,u1,29.0
2019-08-19 21:44:24.486000+00:00,97,q6733,d,u1,33.0
2019-08-19 21:45:31.356000+00:00,98,q3774,a,u1,19.0
2019-08-19 21:46:38.891000+00:00,99,q4127,b,u1,50.0
2019-08-19 21:47:45.049000+00:00,100,q8641,c,u1,24.0
2019-08-19 21:48:26.455000+00:00,101,q4565,b,u1,15.0
2019-08-19 21:49:19.877000+00:00,102,q6454,c,u1,26.0
2019-08-19 21:50:02.989000+00:00,103,q8657,c,u1,26.0
2019-08-19 21:51:25.050000+00:00,104,q10128,d,u1,44.0
2019-08-19 21:52:56.846000+00:00,105,q4563,b,u1,55.0
2019-08-19 21:55:10.221000+00:00,106,q5458,a,u1,69.0
2019-08-20 21:19:47.833000+00:00,107,q6179,a,u1,27.0
2019-08-20 21:21:30.611000+00:00,108,q9148,a,u1,81.0
2019-08-20 21:23:09.695000+00:00,109,q5283,c,u1,34.0
2019-08-20 21:24:18.906000+00:00,110,q6551,c,u1,43.0
2019-08-20 21:25:13.772000+00:00,111,q3945,b,u1,30.0
2019-08-20 21:26:15.193000+00:00,112,q8578,b,u1,28.0
2019-08-20 21:27:03.726000+00:00,113,q5050,d,u1,32.0
2019-08-20 21:27:59.649000+00:00,114,q5507,d,u1,24.0
2019-08-20 21:29:26.671000+00:00,115,q3995,a,u1,25.0
2019-08-20 21:30:52.108000+00:00,116,q10149,a,u1,52.0
2019-08-21 13:21:58.814000+00:00,117,q5741,d,u1,24.0
2019-08-21 13:23:02.010000+00:00,118,q4318,a,u1,47.0
2019-08-21 13:24:40.470000+00:00,119,q8455,d,u1,32.0
2019-08-21 13:25:41.432000+00:00,120,q9820,a,u1,40.0
2019-08-21 13:26:46.370000+00:00,121,q6087,a,u1,41.0
2019-08-21 13:27:59.441000+00:00,122,q5553,b,u1,50.0
2019-08-21 13:29:43.012000+00:00,123,q4495,a,u1,79.0
2019-08-21 13:31:05.343000+00:00,124,q8818,d,u1,39.0
2019-08-21 16:06:43.555000+00:00,125,q6390,b,u1,99.0
2019-08-21 16:08:00.150000+00:00,126,q6113,c,u1,36.0
2019-08-22 12:46:11.834000+00:00,127,q668,b,u1,21.0
2019-08-22 12:48:40.960000+00:00,128,q947,b,u1,27.0
2019-08-22 12:50:21.669000+00:00,129,q676,c,u1,21.0
2019-08-22 12:52:38.854000+00:00,130,q834,a,u1,26.0
2019-08-22 12:54:38.508000+00:00,131,q703,a,u1,23.0
2019-08-22 12:56:30.862000+00:00,132,q967,b,u1,21.0
2019-08-22 12:58:19.889000+00:00,133,q1346,c,u1,22.0
2019-08-22 13:00:26.750000+00:00,134,q467,a,u1,22.0
2019-08-22 13:02:11.185000+00:00,135,q850,a,u1,21.0
2019-08-22 13:04:02.611000+00:00,136,q316,b,u1,19.0
