question_id,attempts,success_rate,avg_time,median_time,time_std,log_attempts,time_skew,relative_time_variance,success_z,time_z,difficulty,difficulty_class
q1,20,0.9,20.65,19.0,8.493186123376539,3.044522437723423,1.6499999999999986,0.4112923062167816,1.06107018840995,-0.4223280544152563,-1.4833982428252064,Easy
q10,89,0.3595505617977528,23.213483146067414,23.0,5.142231365044219,4.499809670330265,0.21348314606741425,0.2215191633537926,-2.2133454483064727,-0.16709517611200347,2.0462502721944693,Hard
q100,24,1.0,18.75,19.0,3.010849944999642,3.2188758248682006,-0.25,0.16057866373331423,1.666939193956232,-0.6115013163967598,-2.2784405103529917,Easy
q1000,81,0.6790123456790124,16.691358024691358,16.0,4.002005670000487,4.406719247264253,0.6913580246913575,0.239765132596183,-0.27782551520467297,-0.8164697467763292,-0.5386442315716562,Easy
q10000,22,0.5454545454545454,33.77272727272727,27.0,19.306874714862875,3.1354942159291497,6.772727272727273,0.5716705837509869,-1.0870108312541409,0.8842346425718276,1.9712454738259684,Hard
q10001,12,0.75,24.916666666666668,23.5,13.793663455193892,2.5649493574615367,1.4166666666666679,0.5535918443556077,0.15226668009052707,0.002482077753734585,-0.1497846023367925,Easy
q10002,16,0.625,31.9375,27.0,19.464390563282482,2.833213344056216,4.9375,0.6094525420988643,-0.6050695768423253,0.7015104690669661,1.3065800459092913,Hard
q10003,19,0.7368421052631579,31.31578947368421,24.0,17.301421366077115,2.995732273553991,7.315789473684209,0.5524823629503617,0.07254707409759499,0.6396099383978106,0.5670628643002156,Easy
q10004,13,1.0,19.615384615384617,17.0,9.224410202812079,2.6390573296152584,2.6153846153846168,0.4702640495551256,1.666939193956232,-0.5253394055752246,-2.1922785995314564,Easy
q10005,13,0.6153846153846154,32.46153846153846,23.0,22.403925938011344,2.6390573296152584,9.46153846153846,0.6901683345832879,-0.6633262119910062,0.7536862928422289,1.417012504833235,Hard
q10008,13,0.8461538461538461,11.23076923076923,8.0,8.467131018964317,2.6390573296152584,3.23076923076923,0.7539226249762748,0.7348330315773366,-1.3601525859794312,-2.094985617556768,Easy
q10009,20,0.5,29.55,26.5,17.080228643853566,3.044522437723423,3.0500000000000007,0.57801112161941,-1.3624058337751779,0.4637993306559978,1.8262051644311756,Hard
q1001,26,0.6923076923076923,16.807692307692307,17.0,2.74254233541407,3.295836866004329,-0.1923076923076934,0.16317185519626048,-0.19727313080155875,-0.804886938462872,-0.6076138076613132,Easy
q10010,11,0.7272727272727273,26.90909090909091,24.0,13.20192823381907,2.4849066497880004,2.90909090909091,0.49061219787841137,0.014569178830008576,0.20085754785395568,0.1862883690239471,Easy
q10011,11,0.8181818181818182,22.272727272727273,22.0,8.695871538735023,2.4849066497880004,0.2727272727272734,0.39042688541259285,0.5653591838720833,-0.2607614167899049,-0.8261206006619881,Easy
q10018,16,0.8125,23.8125,24.0,7.016349953263925,2.833213344056216,-0.1875,0.2946498668037344,0.5309348085569533,-0.10745413809077971,-0.638388946647733,Easy
