question_id,elapsed_time_seconds,is_correct,question_success_rate,avg_time_per_question,user_accuracy,avg_user_time,attempt_order,difficulty_proxy
q5012,38.0,1,0.4,41.6,0.7218114602587801,49.57844177449168,1,24.96
q4706,24.0,1,0.8571428571428571,16.285714285714285,0.7218114602587801,49.57844177449168,2,2.3265306122448988
q4366,68.0,1,0.5,27.928571428571427,0.7218114602587801,49.57844177449168,3,13.964285714285714
q4829,42.0,0,0.6086956521739131,23.304347826086957,0.7218114602587801,49.57844177449168,4,9.119092627599244
q6528,59.0,0,0.4318181818181818,38.06818181818182,0.7218114602587801,49.57844177449168,5,21.62964876033058
q4793,58.0,0,0.5,28.166666666666668,0.7218114602587801,49.57844177449168,6,14.083333333333334
q6488,35.0,1,0.7857142857142857,25.142857142857142,0.7218114602587801,49.57844177449168,7,5.387755102040817
q356,23.0,1,0.7230769230769231,20.646153846153847,0.7218114602587801,49.57844177449168,8,5.717396449704142
q1382,22.0,1,0.8529411764705882,17.705882352941178,0.7218114602587801,49.57844177449168,9,2.603806228373703
q830,25.0,1,0.8301886792452831,18.28301886792453,0.7218114602587801,49.57844177449168,10,3.104663581345674
q11259,23.0,1,0.7711267605633803,18.454225352112676,0.7218114602587801,49.57844177449168,11,4.223678337631423
q1092,20.0,1,0.8611111111111112,16.666666666666668,0.7218114602587801,49.57844177449168,12,2.314814814814814
q524,22.0,1,0.9705882352941176,15.823529411764707,0.7218114602587801,49.57844177449168,13,0.46539792387543266
q485,21.0,0,0.8163265306122449,17.408163265306122,0.7218114602587801,49.57844177449168,14,3.1974177426072465
q11261,23.0,1,0.5234657039711191,20.137184115523464,0.7218114602587801,49.57844177449168,15,9.596058856494937
q1329,20.0,1,0.8048780487804879,15.24390243902439,0.7218114602587801,49.57844177449168,16,2.9744199881023192
q1204,18.0,1,0.918918918918919,16.56756756756757,0.7218114602587801,49.57844177449168,17,1.3433162892622343
q4891,28.0,1,0.6818181818181818,34.29545454545455,0.7218114602587801,49.57844177449168,18,10.91219008264463
q5477,35.0,1,0.8571428571428571,19.142857142857142,0.7218114602587801,49.57844177449168,19,2.7346938775510212
q5049,47.0,0,0.7875,15.55,0.7218114602587801,49.57844177449168,20,3.3043750000000003
q17211,35.0,0,0.7142857142857143,29.285714285714285,0.7218114602587801,49.57844177449168,21,8.36734693877551
q4760,41.0,0,0.9090909090909091,30.045454545454547,0.7218114602587801,49.57844177449168,22,2.731404958677687
q5957,29.0,1,0.75,24.6,0.7218114602587801,49.57844177449168,23,6.15
q4041,35.0,1,0.6511627906976745,28.627906976744185,0.7218114602587801,49.57844177449168,24,9.986479177934017
q8633,26.0,1,0.6666666666666666,21.833333333333332,0.7218114602587801,49.57844177449168,25,7.277777777777779
q4480,28.0,1,0.5797101449275363,19.681159420289855,0.7218114602587801,49.57844177449168,26,8.271791640411678
q4034,10.0,1,0.8648648648648649,9.405405405405405,0.7218114602587801,49.57844177449168,27,1.2710007304601894
q325,22.0,1,0.7692307692307693,17.557692307692307,0.7218114602587801,49.57844177449168,28,4.051775147928993
q295,18.0,1,0.8481481481481481,15.47037037037037,0.7218114602587801,49.57844177449168,29,2.3492043895747607
q351,19.0,1,0.75,17.375,0.7218114602587801,49.57844177449168,30,4.34375
q1298,20.0,1,0.9629629629629629,14.407407407407407,0.7218114602587801,49.57844177449168,31,0.5336076817558306
q1234,17.0,1,0.75,16.65277777777778,0.7218114602587801,49.57844177449168,32,4.163194444444445
q11263,20.0,1,0.781021897810219,18.474452554744527,0.7218114602587801,49.57844177449168,33,4.0455005594331075
q391,21.0,1,0.8666666666666667,25.133333333333333,0.7218114602587801,49.57844177449168,34,3.3511111111111105
q1010,17.0,1,0.9069767441860465,13.534883720930232,0.7218114602587801,49.57844177449168,35,1.2590589507842083
q563,20.0,1,0.8378378378378378,16.513513513513512,0.7218114602587801,49.57844177449168,36,2.6778670562454345
q11262,18.0,1,0.8458781362007168,16.397849462365592,0.7218114602587801,49.57844177449168,37,2.5272671214398583
q3911,81.0,0,0.5045045045045045,25.7027027027027,0.7218114602587801,49.57844177449168,38,12.735573411249087
q9786,22.0,1,1.0,16.6,0.7218114602587801,49.57844177449168,39,0.0
q4526,32.0,1,0.7254901960784313,27.274509803921568,0.7218114602587801,49.57844177449168,40,7.487120338331412
q5231,49.0,1,0.6739130434782609,30.195652173913043,0.7218114602587801,49.57844177449168,41,9.846408317580341
q4685,23.0,1,1.0,23.0,0.7218114602587801,49.57844177449168,42,0.0
q17249,19.0,1,1.0,25.75,0.7218114602587801,49.57844177449168,43,0.0
q5388,58.0,1,0.8372093023255814,25.046511627906977,0.7218114602587801,49.57844177449168,44,4.0773391022174135
q4324,57.0,1,0.7407407407407407,34.074074074074076,0.7218114602587801,49.57844177449168,45,8.834019204389577
q4631,28.0,1,0.8518518518518519,23.555555555555557,0.7218114602587801,49.57844177449168,46,3.4897119341563787
q17122,38.0,0,0.7142857142857143,49.285714285714285,0.7218114602587801,49.57844177449168,47,14.081632653061224
q6047,173.0,1,0.8,24.8,0.7218114602587801,49.57844177449168,48,4.959999999999999
q5379,13.0,1,0.8695652173913043,18.956521739130434,0.7218114602587801,49.57844177449168,49,2.472589792060492
q5071,43.0,0,0.7076923076923077,34.50769230769231,0.7218114602587801,49.57844177449168,50,10.086863905325442
q8940,22.0,1,0.8947368421052632,33.73684210526316,0.7218114602587801,49.57844177449168,51,3.5512465373961217
q5281,21.0,1,0.8888888888888888,14.11111111111111,0.7218114602587801,49.57844177449168,52,1.567901234567902
q5330,18.0,1,0.7021276595744681,28.04255319148936,0.7218114602587801,49.57844177449168,53,8.353100950656405
q4559,27.0,1,0.6864406779661016,19.533898305084747,0.7218114602587801,49.57844177449168,54,6.12503590922149
q9724,49.0,0,0.5454545454545454,31.09090909090909,0.7218114602587801,49.57844177449168,55,14.132231404958679
q6737,26.0,1,0.9,21.3,0.7218114602587801,49.57844177449168,56,2.1299999999999994
q3791,50.0,0,0.65625,21.65625,0.7218114602587801,49.57844177449168,57,7.4443359375
q150,44.0,0,0.6964285714285714,22.857142857142858,0.7218114602587801,49.57844177449168,58,6.938775510204082
q8093,24.0,1,1.0,18.0,0.7218114602587801,49.57844177449168,59,0.0
q8061,23.0,1,0.8888888888888888,18.166666666666668,0.7218114602587801,49.57844177449168,60,2.0185185185185195
q11016,24.0,1,1.0,19.529411764705884,0.7218114602587801,49.57844177449168,61,0.0
